313;335;334
313;314;335
315;337;336
315;316;337
316;338;337
316;317;338
317;339;338
317;318;339
318;340;339
318;319;340
319;341;340
319;320;341
320;342;341
320;321;342
321;343;342
321;322;343
322;344;343
322;323;344
323;345;344
323;324;345
324;346;345
324;325;346
325;347;346
325;326;347
326;348;347
326;327;348
327;349;348
327;328;349
328;350;349
328;329;350
329;351;350
329;330;351
330;352;351
330;331;352
331;353;352
331;332;353
332;354;353
332;333;354
333;355;354
333;334;355
334;356;355
334;335;356
336;358;357
336;337;358
337;359;358
337;338;359
338;360;359
338;339;360
339;361;360
339;340;361
340;362;361
340;341;362
341;363;362
341;342;363
342;364;363
342;343;364
343;365;364
343;344;365
344;366;365
344;345;366
345;367;366
345;346;367
346;368;367
346;347;368
347;369;368
347;348;369
348;370;369
348;349;370
349;371;370
349;350;371
350;372;371
350;351;372
351;373;372
351;352;373
352;374;373
352;353;374
353;375;374
353;354;375
354;376;375
354;355;376
355;377;376
355;356;377
357;379;378
357;358;379
358;380;379
358;359;380
359;381;380
359;360;381
360;382;381
360;361;382
361;383;382
361;362;383
362;384;383
362;363;384
363;385;384
363;364;385
364;386;385
364;365;386
365;387;386
365;366;387
366;388;387
366;367;388
367;389;388
367;368;389
368;390;389
368;369;390
369;391;390
369;370;391
370;392;391
370;371;392
371;393;392
371;372;393
372;394;393
372;373;394
373;395;394
373;374;395
374;396;395
374;375;396
375;397;396
375;376;397
376;398;397
376;377;398
378;400;399
378;379;400
379;401;400
379;380;401
380;402;401
380;381;402
381;403;402
381;382;403
382;404;403
382;383;404
383;405;404
383;384;405
384;406;405
384;385;406
385;407;406
385;386;407
386;408;407
386;387;408
387;409;408
387;388;409
388;410;409
388;389;410
389;411;410
389;390;411
390;412;411
390;391;412
391;413;412
391;392;413
392;414;413
392;393;414
393;415;414
393;394;415
394;416;415
394;395;416
395;417;416
395;396;417
396;418;417
396;397;418
397;419;418
397;398;419
399;421;420
399;400;421
400;422;421
400;401;422
401;423;422
401;402;423
402;424;423
402;403;424
403;425;424
403;404;425
404;426;425
404;405;426
405;427;426
405;406;427
406;428;427
406;407;428
407;429;428
407;408;429
408;430;429
408;409;430
409;431;430
409;410;431
410;432;431
410;411;432
411;433;432
411;412;433
412;434;433
412;413;434
413;435;434
413;414;435
414;436;435
414;415;436
415;437;436
415;416;437
416;438;437
416;417;438
417;439;438
417;418;439
418;440;439
418;419;440
